time,throttle,steering,linear_speed,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,pos_x,pos_y,pos_z,rot_0,rot_1,rot_2,rot_3,voltage
0.0,0.05,0.0416666666666666,0.0,-0.0681769239060284,0.0170442309765071,-0.0170442309765071,-0.01915361328125,-0.0383072265625,9.82580361328125,-0.212589830160141,0.1767220199108123,-0.1193464696407318,0.0121972989290952,-0.9994983673095704,0.0062181074172258,0.0285584237426519,12.1324951171875
0.0501127243041992,0.0508333333333333,0.0312268137931823,0.0504084580802044,-0.1363538478120569,-0.0340884619530142,-0.0340884619530142,0.737414111328125,0.3064578125,9.854534033203125,-0.2125943303108215,0.1767227202653885,-0.1193476542830467,0.0122317485511302,-0.9994984269142152,0.006274729501456,0.0285288020968437,12.1324951171875
0.1002202033996582,0.0516666666666666,0.0338653220487022,0.0301088092368026,-0.0681769239060284,0.0340884619530142,0.0,-1.0630255371093749,0.076614453125,10.333374365234375,-0.2125364691019058,0.1767932772636413,-0.1182505264878273,0.0121217546984553,-0.9994981288909912,0.0059607857838273,0.0286545660346746,12.1324951171875
0.1503145694732666,0.0525,-0.1322033090612308,0.0465945271444868,0.0170442309765071,0.0852211548825356,-0.0340884619530142,0.1149216796875,0.1628057128906249,9.270348828125,-0.2124105840921402,0.1768176704645156,-0.1168575659394264,0.012530455365777,-0.9994921684265136,0.0067635392770171,0.0285108853131532,12.15908203125
0.2504100799560547,0.0533333333333333,-0.0492362868262371,0.0538158962051188,0.0340884619530142,0.0681769239060284,0.0170442309765071,-0.93852705078125,0.47884033203125,9.8449572265625,-0.2120357900857925,0.1770738810300827,-0.1108843982219696,0.0113520547747612,-0.9994759559631348,0.0062589752487838,0.0296610314399003,12.1324951171875
0.3505144119262695,0.0541666666666666,-0.2033054949738613,0.0794733151750533,-0.0681769239060284,0.0852211548825356,0.0681769239060284,0.74699091796875,0.15322890625,11.118672509765624,-0.212041974067688,0.1772403717041015,-0.1042190864682197,0.0118728950619697,-0.9994641542434692,0.0068924729712307,0.0297130662947893,12.1679443359375
0.4506194591522217,0.055,0.0301216197011321,0.099804648993665,0.0511326929295213,0.0511326929295213,-0.0340884619530142,0.507570751953125,0.01915361328125,10.26633671875,-0.2120297998189926,0.1773870140314102,-0.0952284932136535,0.0112629942595958,-0.9994832277297974,0.0069693941622972,0.0292890984565019,12.1236328125
0.550722599029541,0.0558333333333333,-0.2965958997788591,0.1444452383145871,0.0340884619530142,-0.0,-0.1193096168355498,0.3926490722656249,0.689530078125,11.176133349609374,-0.2128206044435501,0.177509918808937,-0.0824464112520217,0.0119553217664361,-0.9995339512825012,0.006301952060312,0.027372358366847,12.0793212890625
0.6508169174194336,0.0566666666666666,0.2102163182004737,0.1432497543934735,-0.1533980787885641,0.0852211548825356,0.0852211548825356,0.603338818359375,0.143652099609375,9.519345800781249,-0.2131997197866439,0.1777467131614685,-0.0673379451036453,0.011282387189567,-0.9995850324630736,0.0062349783256649,0.0257608201354742,12.141357421874998
0.7009139060974121,0.0575,-0.1738351060931865,0.1666163958561934,-0.0852211548825356,0.0340884619530142,0.0681769239060284,-0.1628057128906249,-0.181959326171875,9.86411083984375,-0.2131658494472503,0.1779187768697738,-0.058909885585308,0.0120287435129284,-0.9995294809341432,0.0056637269444763,0.0276410058140754,12.0793212890625
0.7509918212890625,0.0583333333333333,-0.0687704507728632,0.1813132671611533,-0.0170442309765071,-0.1022653858590427,-0.0852211548825356,-0.1244984863281249,-0.3447650390625,10.09395419921875,-0.2134469449520111,0.1780975610017776,-0.0501331649720668,0.0115270661190152,-0.9995514154434204,0.0058386945165693,0.0270217079669237,12.1147705078125
0.8510916233062744,0.0591666666666666,-0.1200046272315597,0.1956331454506214,0.0170442309765071,0.1022653858590427,0.0852211548825356,-0.488417138671875,0.3256114257812499,10.620678564453124,-0.2141035944223404,0.1783518195152282,-0.0314912125468254,0.012130974791944,-0.9995604753494264,0.0061367806047201,0.0263439062982797,12.1324951171875
0.901193141937256,0.06,-0.0947427222801862,0.2059534747954362,-0.0681769239060284,0.0170442309765071,-0.0852211548825356,0.2202665527343749,-0.1340752929687499,10.333374365234375,-0.2143129706382751,0.1785413771867752,-0.0215316358953714,0.0124359177425503,-0.9995514154434204,0.0063195382244884,0.0265024956315755,12.1502197265625
0.9513087272644044,0.0608333333333333,-0.0956673097976502,0.2196725064732136,-0.1363538478120569,0.0511326929295213,-0.0170442309765071,-0.55545478515625,-0.2202665527343749,9.260772021484376,-0.2146822810173034,0.1786642074584961,-0.0110271954908967,0.0128187090158462,-0.9995443820953368,0.0062853847630321,0.0265923291444778,12.0793212890625
1.001415491104126,0.0616666666666666,-0.0872572913827198,0.245416367676632,-0.1704423097650712,0.0340884619530142,-0.1363538478120569,-0.17238251953125,-0.17238251953125,9.4618849609375,-0.2148028314113617,0.1788235753774643,-0.0002571861259639,0.012640981003642,-0.9995650053024292,0.0065290196798741,0.0258333273231983,12.1147705078125
1.0515260696411133,0.0625,-0.0895710568604768,0.3886753982016515,0.0,0.0511326929295213,-0.0681769239060284,0.3926490722656249,-0.0957680664062499,11.540052001953123,-0.2150918245315551,0.1790381073951721,0.0186828412115573,0.0115738958120346,-0.9995959401130676,0.0068240067921578,0.0250484943389892,12.1679443359375
1.1516287326812744,0.0633333333333333,-0.0583044778503134,0.1648486697207498,0.0340884619530142,-0.0,-0.0852211548825356,-0.3926490722656249,-0.009576806640625,9.519345800781249,-0.2156478464603424,0.1792213916778564,0.0350101180374622,0.0128954071551561,-0.999595582485199,0.0047269319184124,0.0249011907726526,12.141357421874998
1.2017428874969482,0.0641666666666666,-0.0789447115099216,0.2624154644226085,-0.0852211548825356,-0.0170442309765071,-0.1022653858590427,0.05746083984375,-0.258573779296875,9.251195214843747,-0.216083288192749,0.1792878210544586,0.0475703291594982,0.0126029076054692,-0.9996255040168762,0.0053038606420159,0.0237078368663787,12.0615966796875
1.251849889755249,0.065,-0.0636854971000915,0.2711174353272722,0.0170442309765071,-0.0170442309765071,-0.0511326929295213,-0.181959326171875,0.201112939453125,9.222464794921876,-0.2165348529815673,0.1794817894697189,0.0606213547289371,0.0123456353321671,-0.999630868434906,0.0055854427628219,0.0235491041094064,12.1324951171875
1.3019537925720217,0.0658333333333333,-0.0715890677942155,0.2949909432965527,-0.0340884619530142,0.0511326929295213,-0.0681769239060284,0.3064578125,-0.143652099609375,7.8338278320312495,-0.2175710052251815,0.1797470301389694,0.0741106420755386,0.0138135068118572,-0.999647319316864,0.0056905602104961,0.021958764642477,12.1147705078125
1.352057695388794,0.0666666666666666,-0.0603744965629437,0.2830660286118439,-0.0681769239060284,0.1193096168355498,0.0170442309765071,0.5267243652343749,0.0670376464843749,10.907982763671876,-0.2175098359584808,0.179899975657463,0.0881495028734207,0.0124894017353653,-0.999669313430786,0.005652661435306,0.0217554103583097,12.1236328125
1.4521734714508057,0.0675,-0.0304389777123229,0.301224872767306,-0.0340884619530142,0.1193096168355498,-0.1193096168355498,0.201112939453125,-0.3064578125,9.749189160156249,-0.2178872674703598,0.1803954541683197,0.1176822036504745,0.0104638477787375,-0.9997177720069884,0.0057760109193623,0.0205352492630481,12.1502197265625
1.5022752285003662,0.0683333333333333,-0.0347615354792252,0.3229841775598565,-0.0340884619530142,0.0511326929295213,-0.0852211548825356,0.4213794921875,0.181959326171875,8.2743609375,-0.2183873057365417,0.1806158721446991,0.1334142535924911,0.0102100148797035,-0.9997325539588928,0.0057483725249767,0.0199375338852405,12.1679443359375
1.552375078201294,0.0691666666666666,-0.0237665715789332,0.3467202725429094,0.0,0.1022653858590427,-0.0340884619530142,1.5610194824218748,-0.63206923828125,11.616666455078123,-0.2186501622200012,0.1809072643518448,0.1498146802186966,0.0100313909351825,-0.9997282028198242,0.0061750900931656,0.0201184190809726,12.1147705078125
1.6024937629699707,0.07,-0.0157968828084826,0.3223132719433602,0.0170442309765071,0.0681769239060284,-0.1022653858590427,-0.1340752929687499,-0.3351882324218749,10.17056865234375,-0.2196083664894104,0.1811862587928772,0.1663553863763809,0.0117042092606425,-0.9997158646583556,0.004851238336414,0.0201912969350814,12.1147705078125
1.6525895595550537,0.0708333333333333,-0.0317154814546817,0.3583982766843846,-0.0852211548825356,0.0170442309765071,0.0511326929295213,0.93852705078125,-0.40222587890625,10.3812583984375,-0.2201869487762451,0.1813332587480545,0.1833819150924682,0.0118343848735094,-0.9997217059135436,0.0052531412802636,0.0197184048593044,12.1679443359375
1.7527248859405518,0.0716666666666666,-0.0014158546788037,0.3793455711827764,0.0,0.0511326929295213,-0.0340884619530142,0.0957680664062499,-0.1628057128906249,10.160991845703125,-0.2210376858711242,0.1818530559539795,0.2191507071256637,0.0115685863420367,-0.9997218251228333,0.0049839471466839,0.0199413299560546,12.1147705078125
1.802817821502685,0.0725,-0.0171333716422132,0.3618161456162083,-0.0340884619530142,0.0340884619530142,0.0170442309765071,0.181959326171875,-0.55545478515625,9.1554271484375,-0.2209915369749069,0.1821813434362411,0.2378431260585785,0.0110358167439699,-0.9997031092643738,0.0050330199301242,0.021133329719305,12.070458984375
1.8529441356658936,0.0733333333333333,-0.0227406900452255,0.4022162853314402,-0.0681769239060284,0.0511326929295213,-0.0340884619530142,0.4213794921875,0.689530078125,10.084377392578125,-0.2215797007083892,0.1823171377182006,0.2567515671253204,0.0122497985139489,-0.9996933937072754,0.0052866786718368,0.0208595693111419,12.1147705078125
1.903040170669556,0.0741666666666666,-0.0151534013717621,0.4065482447662912,-0.1363538478120569,0.0511326929295213,-0.0852211548825356,0.15322890625,-0.4979939453124999,9.65342109375,-0.2214676290750503,0.182736799120903,0.2762781083583832,0.0113333016633987,-0.9996983408927916,0.0047949976287782,0.021255750209093,12.176806640625
1.9531538486480715,0.075,-0.0197572292309413,0.4493127365400165,-0.1874865407415783,0.0852211548825356,-0.0340884619530142,0.5363011718749999,0.3351882324218749,10.984597216796876,-0.2217644453048706,0.1830392777919769,0.2960017621517181,0.0120251681655645,-0.9996655583381652,0.0057396739721298,0.0221636686474084,12.0615966796875
2.053459882736206,0.0758333333333333,-0.0435234425246378,0.3956584014827459,0.0170442309765071,0.0340884619530142,0.0852211548825356,0.28730419921875,-0.3256114257812499,8.877699755859375,-0.2208024561405182,0.1838771402835846,0.3361671268939972,0.0101567143574357,-0.999638855457306,0.006755496840924,0.0239442847669124,12.0615966796875
2.10365891456604,0.0766666666666666,-0.0140747807229626,0.4230367537674483,0.0681769239060284,-0.0511326929295213,0.0681769239060284,0.622492431640625,-0.6607996582031249,9.624690673828123,-0.2205717712640762,0.1842206865549087,0.3573978245258331,0.0098656192421913,-0.999634861946106,0.0054251607507467,0.0245627779513597,12.0615966796875
2.153831720352173,0.0775,-0.0190366439391359,0.4635466029863981,0.0170442309765071,0.1022653858590427,0.1363538478120569,-0.05746083984375,0.05746083984375,9.797073193359374,-0.2208175510168075,0.1842479854822158,0.3790550231933594,0.0104258172214031,-0.9995915293693542,0.0056109400466084,0.0260107349604368,12.1147705078125
2.2039620876312256,0.0783333333333333,-0.033194215571169,0.5541928395242666,0.0852211548825356,0.0681769239060284,-0.1363538478120569,-0.086191259765625,-0.4979939453124999,10.6877162109375,-0.2208425998687744,0.1847228109836578,0.4049004316329956,0.01124825514853,-0.9995726346969604,0.0056154085323214,0.0263917203992605,12.1679443359375
2.2541325092315674,0.0791666666666666,-0.0331338254646984,0.3630366193651332,-0.0511326929295213,-0.0,0.0681769239060284,-0.2202665527343749,0.51714755859375,10.831368310546877,-0.2207388877868652,0.1850391328334808,0.4236140251159668,0.0114891594275832,-0.999548077583313,0.0059684948064386,0.0271287187933921,12.1147705078125
2.354274034500122,0.08,-0.0907387798263671,0.5657894404902561,0.1874865407415783,0.0340884619530142,0.0511326929295213,0.1340752929687499,-1.024718310546875,5.391742138671875,-0.2202061414718628,0.1857815533876419,0.4776990115642547,0.0118307108059525,-0.9994828701019288,0.0067165209911763,0.0291369296610355,12.15908203125
2.454606771469116,0.0808333333333333,-0.0678044193075763,0.4186029755340782,-0.1193096168355498,0.1193096168355498,-0.0340884619530142,0.70868369140625,-0.028730419921875,18.59815849609375,-0.2202751338481903,0.1863922327756881,0.5177383422851562,0.0130533166229724,-0.9993937611579896,0.0079015474766492,0.0312945060431957,12.1324951171875
2.504756450653076,0.0816666666666666,-0.0818353886625569,0.5205205967852868,0.0,0.1193096168355498,-0.2045307717180854,-0.1149216796875,-0.995987890625,12.00931552734375,-0.2194315940141677,0.1869562417268753,0.542657196521759,0.0110905366018414,-0.999390721321106,0.0075493976473808,0.0322206690907478,12.08818359375
2.554871797561645,0.0825,-0.0558168355091815,0.5111794994696623,0.0,-0.0852211548825356,0.0170442309765071,0.028730419921875,0.3256114257812499,15.409081884765625,-0.2194945067167282,0.1875224113464355,0.56849205493927,0.0109843574464321,-0.9994317293167114,0.0057313740253448,0.0313484370708465,12.15908203125
2.6050093173980717,0.0833333333333333,-0.0495073776113159,0.6165856450001095,0.0511326929295213,0.0511326929295213,-0.1533980787885641,-0.05746083984375,0.6703764648437499,5.027823486328125,-0.2200684249401092,0.1878906935453415,0.594097912311554,0.0115103777498006,-0.9994589686393738,0.0052915941923856,0.0303516276180744,12.15908203125
2.7051937580108643,0.0841666666666666,-0.0429284146723241,0.5361352106195807,-0.0852211548825356,0.0170442309765071,-0.1193096168355498,0.852335791015625,-0.258573779296875,6.49307490234375,-0.2210344821214676,0.1884601861238479,0.6464076638221741,0.0120237749069929,-0.9994874596595764,0.0064501455053687,0.028959846124053,12.1502197265625
2.7553179264068604,0.085,-0.0445949678961203,0.5295959246528885,-0.0511326929295213,0.0340884619530142,-0.1022653858590427,-0.296881005859375,0.3447650390625,7.077260107421875,-0.2219321578741073,0.188813716173172,0.6735052466392517,0.01251982152462,-0.9994876384735109,0.0060940231196582,0.0288226418197155,12.08818359375
2.8054420948028564,0.0858333333333333,-0.0333454874014707,0.5143841858890619,-0.0170442309765071,-0.0340884619530142,-0.1704423097650712,0.689530078125,0.3064578125,8.839392529296875,-0.2232215702533722,0.1890897899866104,0.7011340260505676,0.01492181699723,-0.9994862675666808,0.0049124173820018,0.0279350187629461,12.1502197265625
2.8555688858032227,0.0866666666666666,-0.0433370293912621,0.5602162415050671,-0.1363538478120569,0.1022653858590427,0.0340884619530142,0.181959326171875,-0.5746083984375,8.552088330078124,-0.2236425429582595,0.1894351691007614,0.7288657426834106,0.0144785605370998,-0.9994850158691406,0.0051314984448254,0.0281735956668853,12.1502197265625
2.9057304859161377,0.0875,-0.0150325052459346,0.5796977991522388,-0.0511326929295213,0.0681769239060284,-0.1704423097650712,0.603338818359375,-0.86191259765625,10.1514150390625,-0.2235849350690841,0.1898743659257888,0.7572891712188721,0.0136285154148936,-0.9995121359825134,0.0045153549872338,0.0277370102703571,12.15908203125
3.0059356689453125,0.0883333333333333,0.0032768923593478,0.6317544822554294,0.1874865407415783,0.0340884619530142,-0.0852211548825356,-0.258573779296875,0.718260498046875,8.149862451171874,-0.2242344319820404,0.1905349642038345,0.8159463405609131,0.0131443561986088,-0.9995319247245787,0.0037296761292964,0.0273728165775537,12.1502197265625
3.0560545921325684,0.0891666666666666,-0.0102769623166983,0.7349625247930479,-0.1022653858590427,-0.0681769239060284,0.1193096168355498,0.1244984863281249,-0.28730419921875,8.695740429687499,-0.224138543009758,0.190948024392128,0.8508304953575134,0.0122922193259,-0.9995151162147522,0.0034993742592632,0.0283933486789464,12.1502197265625
3.1061511039733887,0.09,-0.0128966840270614,0.4458792278531519,0.1704423097650712,-0.0681769239060284,-0.0852211548825356,0.4213794921875,0.373495458984375,7.086836914062499,-0.2236290723085403,0.1915036290884018,0.8759921789169312,0.0112989144399762,-0.9994943737983704,0.003803536761552,0.0294791851192712,12.1147705078125
3.156259536743164,0.0908333333333333,-0.0350198510555423,0.7521306652533121,-0.0852211548825356,-0.0681769239060284,0.0852211548825356,0.411802685546875,0.28730419921875,11.616666455078123,-0.2239638119935989,0.1918630301952362,0.9118906259536744,0.0131566999480128,-0.9994108080863952,0.0043576136231422,0.0313986353576183,12.1502197265625
